Date,ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,lead_time,market_segment,repeated_guest,previous_cancellations,previous_bookings_Not Cancelled,avg_room_price,special_requests,status
2018-09-26,INN02553,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107,0,Cancelled
2018-03-20,INN02554,1,0,2,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,74.95,1,Not Cancelled
2018-10-01,INN02555,2,0,2,1,Not Selected,0,Room_Type 1,167,Online,0,0,0,98.1,0,Cancelled
2018-08-07,INN02556,2,0,2,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,148,0,Not Cancelled
2018-12-01,INN02557,2,0,0,3,Meal Plan 1,0,Room_Type 4,313,Online,0,0,0,91.8,1,Cancelled
2018-09-10,INN02558,2,0,2,1,Meal Plan 1,0,Room_Type 1,203,Online,0,0,0,126.9,0,Cancelled
2018-08-05,INN02559,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Online,0,0,0,105.3,3,Not Cancelled
2018-07-01,INN02560,2,1,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,107.69,1,Not Cancelled
2018-11-16,INN02561,2,0,1,4,Not Selected,0,Room_Type 1,44,Online,0,0,0,74.8,1,Not Cancelled
2018-10-29,INN02562,2,0,2,1,Not Selected,0,Room_Type 1,18,Online,0,0,0,120,1,Cancelled
2018-10-26,INN02563,2,0,0,4,Meal Plan 1,0,Room_Type 1,190,Online,0,0,0,96.3,0,Cancelled
2018-05-18,INN02564,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,140,0,Not Cancelled
2018-12-31,INN02565,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,115.68,2,Not Cancelled
2018-03-09,INN02566,1,0,0,1,Meal Plan 1,0,Room_Type 4,49,Online,0,0,0,67.22,1,Not Cancelled
2018-11-03,INN02567,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Online,0,0,0,89,0,Cancelled
2018-08-18,INN02568,1,1,0,3,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,124.5,0,Cancelled
2018-06-19,INN02569,2,0,2,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,95,2,Not Cancelled
2018-09-16,INN02570,2,2,0,1,Not Selected,0,Room_Type 4,0,Online,0,0,0,147.59,0,Not Cancelled
2018-12-21,INN02571,2,0,0,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,82.88,1,Not Cancelled
2018-08-27,INN02572,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,131.4,2,Not Cancelled
2018-05-09,INN02573,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,89,0,Not Cancelled
2017-09-21,INN02574,2,0,1,0,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,155,1,Not Cancelled
2018-06-10,INN02575,2,0,1,2,Meal Plan 1,0,Room_Type 4,142,Online,0,0,0,129,1,Not Cancelled
2018-09-19,INN02576,1,0,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,149,2,Not Cancelled
2018-08-21,INN02577,2,0,1,0,Not Selected,0,Room_Type 1,16,Online,0,0,0,129,1,Cancelled
2018-10-29,INN02578,2,0,2,3,Meal Plan 1,0,Room_Type 4,117,Online,0,0,0,104.04,1,Not Cancelled
2018-10-28,INN02579,2,0,0,1,Meal Plan 1,0,Room_Type 4,120,Online,0,0,0,104.4,1,Cancelled
2018-02-25,INN02580,2,0,0,3,Not Selected,0,Room_Type 1,34,Online,0,0,0,68.7,1,Cancelled
2018-06-24,INN02581,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95,0,Not Cancelled
2018-03-06,INN02582,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,96,0,Not Cancelled
2018-06-17,INN02583,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,141,1,Not Cancelled
2018-05-13,INN02584,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95,0,Cancelled
2017-09-24,INN02585,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105,0,Not Cancelled
2018-01-28,INN02586,2,0,2,4,Meal Plan 1,0,Room_Type 2,15,Online,0,0,0,77.88,0,Not Cancelled
2018-09-30,INN02587,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,Online,0,0,0,117.9,2,Cancelled
2018-04-27,INN02588,2,0,1,4,Not Selected,0,Room_Type 1,95,Online,0,0,0,89.25,1,Not Cancelled
2018-07-11,INN02589,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,110.46,1,Not Cancelled
2018-08-23,INN02590,2,0,1,5,Meal Plan 2,0,Room_Type 1,213,Online,0,0,0,123.25,0,Cancelled
2018-12-17,INN02591,2,0,2,5,Not Selected,0,Room_Type 1,53,Online,0,0,0,74.8,2,Not Cancelled
2018-06-13,INN02592,2,0,1,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,102.33,1,Not Cancelled
2018-10-23,INN02593,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Online,0,0,0,115,1,Cancelled
2018-07-19,INN02594,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,126,1,Not Cancelled
2018-12-08,INN02595,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,Offline,0,0,0,68,0,Not Cancelled
2018-03-12,INN02596,1,0,2,4,Meal Plan 1,0,Room_Type 1,83,Offline,0,0,0,46.67,0,Not Cancelled
2018-06-17,INN02597,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,75,1,Not Cancelled
2018-05-18,INN02598,2,1,0,4,Meal Plan 1,0,Room_Type 4,148,Online,0,0,0,108.19,2,Not Cancelled
2017-07-11,INN02599,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,Not Cancelled
2018-01-25,INN02600,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,86.1,1,Not Cancelled
2018-01-25,INN02601,1,0,3,5,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,64.08,1,Not Cancelled
2017-09-21,INN02602,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,67,0,Not Cancelled
2018-06-22,INN02603,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,95.48,1,Not Cancelled
2018-12-27,INN02604,2,0,0,2,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,104,1,Not Cancelled
2018-03-25,INN02605,2,0,0,2,Not Selected,0,Room_Type 1,8,Online,0,0,0,139,1,Not Cancelled
2018-04-18,INN02606,2,0,1,3,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,90.95,1,Not Cancelled
2018-09-19,INN02607,2,0,1,0,Meal Plan 1,0,Room_Type 4,253,Online,0,0,0,115.2,2,Cancelled
2018-06-21,INN02608,2,0,0,3,Not Selected,0,Room_Type 1,10,Online,0,0,0,112.33,1,Not Cancelled
2018-10-22,INN02609,2,0,1,1,Meal Plan 2,0,Room_Type 1,145,Online,0,0,0,153,0,Cancelled
2018-10-21,INN02610,2,2,2,2,Meal Plan 1,0,Room_Type 5,55,Online,0,0,0,129.6,0,Not Cancelled
2018-10-18,INN02611,1,0,0,4,Meal Plan 1,0,Room_Type 1,195,Online,0,0,0,90.9,2,Cancelled
2018-05-23,INN02612,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,100,1,Not Cancelled
2018-07-14,INN02613,2,0,1,3,Not Selected,0,Room_Type 1,87,Online,0,0,0,94.5,1,Not Cancelled
2018-05-17,INN02614,1,0,0,3,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,114.3,0,Not Cancelled
2018-05-24,INN02615,2,0,0,1,Not Selected,0,Room_Type 1,35,Online,0,0,0,98.1,1,Not Cancelled
2017-09-07,INN02616,2,0,1,0,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,124,1,Cancelled
2018-04-23,INN02617,2,0,1,1,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,95.2,0,Not Cancelled
2018-07-26,INN02618,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,75,0,Not Cancelled
2018-09-10,INN02619,2,1,2,2,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,128,2,Not Cancelled
2018-07-23,INN02620,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,99.9,0,Cancelled
2018-08-03,INN02621,1,0,0,2,Meal Plan 1,0,Room_Type 4,2,Corporate,0,0,0,94,0,Not Cancelled
2018-08-26,INN02622,1,0,1,2,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,90.9,0,Cancelled
2018-10-04,INN02623,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,125.1,1,Not Cancelled
2018-03-25,INN02624,2,0,1,2,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,93.3,1,Cancelled
2017-10-16,INN02625,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,109,0,Not Cancelled
2018-04-12,INN02626,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,96.3,1,Not Cancelled
2018-03-01,INN02627,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,Online,1,1,0,61.43,0,Cancelled
2017-07-18,INN02628,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,Online,0,0,0,94.5,0,Cancelled
2018-05-21,INN02629,2,0,1,1,Meal Plan 2,0,Room_Type 1,3,Offline,0,0,0,112,1,Not Cancelled
2017-09-11,INN02630,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,127,0,Cancelled
2018-07-25,INN02631,2,0,2,5,Not Selected,0,Room_Type 1,148,Online,0,0,0,91.68,0,Cancelled
2018-06-14,INN02632,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120,0,Not Cancelled
2018-06-03,INN02633,2,0,0,1,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,126.36,0,Cancelled
2018-07-29,INN02634,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,109,0,Not Cancelled
2018-05-13,INN02635,2,0,1,2,Not Selected,0,Room_Type 1,56,Online,0,0,0,116.1,1,Not Cancelled
2018-01-26,INN02636,1,0,0,4,Not Selected,0,Room_Type 1,17,Online,0,0,0,55,0,Not Cancelled
2018-08-14,INN02637,2,0,2,4,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,135.9,1,Not Cancelled
2017-08-19,INN02638,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,106,1,Not Cancelled
2018-02-11,INN02639,2,2,0,3,Meal Plan 1,0,Room_Type 6,18,Online,0,0,0,171,0,Not Cancelled
2018-05-02,INN02640,1,0,1,0,Not Selected,0,Room_Type 1,24,Online,0,0,0,124,1,Not Cancelled
2017-10-05,INN02641,2,0,1,1,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,112.2,0,Not Cancelled
2018-02-09,INN02642,2,0,0,3,Meal Plan 1,1,Room_Type 2,66,Online,0,0,0,80.55,1,Not Cancelled
2017-09-04,INN02643,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,Offline,0,0,0,76.67,0,Not Cancelled
2018-11-19,INN02644,0,2,0,1,Meal Plan 1,0,Room_Type 2,44,Online,0,0,0,82.44,2,Not Cancelled
2018-10-30,INN02645,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Online,0,0,0,105,0,Cancelled
2018-05-17,INN02646,3,0,0,2,Meal Plan 1,0,Room_Type 4,98,Online,0,0,0,168.3,0,Cancelled
2017-11-08,INN02647,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,0,1,65,0,Not Cancelled
2018-03-04,INN02648,2,0,0,2,Not Selected,0,Room_Type 1,46,Online,0,0,0,67.5,0,Cancelled
2017-09-18,INN02649,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,87,0,Not Cancelled
2018-10-16,INN02650,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Online,0,0,0,90,0,Cancelled
2017-09-14,INN02651,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,90,0,Not Cancelled
2018-12-29,INN02652,2,0,1,3,Meal Plan 1,0,Room_Type 4,39,Online,0,0,0,201.08,0,Not Cancelled
2018-10-30,INN02653,2,0,2,2,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,95.85,2,Not Cancelled
2018-07-15,INN02654,2,0,3,7,Meal Plan 1,0,Room_Type 1,200,Online,0,0,0,90.95,1,Cancelled
2018-09-08,INN02655,2,0,0,3,Meal Plan 1,1,Room_Type 2,206,Online,0,0,0,130.5,1,Cancelled
2017-11-11,INN02656,2,0,0,4,Meal Plan 1,0,Room_Type 4,51,Offline,0,0,0,69,1,Not Cancelled
2018-03-04,INN02657,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,87.3,0,Cancelled
2018-09-01,INN02658,2,2,1,3,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,210,1,Not Cancelled
2018-10-18,INN02659,3,0,0,2,Meal Plan 1,1,Room_Type 4,127,Online,0,0,0,160.2,1,Not Cancelled
2018-02-06,INN02660,2,0,2,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,73.95,0,Cancelled
2018-06-09,INN02661,2,0,2,4,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,119.85,2,Not Cancelled
2018-03-06,INN02662,2,0,2,3,Meal Plan 1,0,Room_Type 1,96,Offline,0,0,0,60,0,Not Cancelled
2017-10-06,INN02663,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,101,1,Not Cancelled
2018-04-27,INN02664,2,0,2,4,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,90,0,Cancelled
2018-04-12,INN02665,2,0,0,5,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,99.45,0,Not Cancelled
2018-03-25,INN02666,2,0,2,2,Meal Plan 1,0,Room_Type 2,90,Online,0,0,0,79.8,1,Not Cancelled
2018-02-13,INN02667,2,0,0,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,81,0,Not Cancelled
2018-05-27,INN02668,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,62.5,0,Not Cancelled
2018-08-19,INN02669,3,0,2,4,Meal Plan 2,0,Room_Type 4,85,Online,0,0,0,210.6,1,Not Cancelled
2017-10-30,INN02670,2,0,1,2,Meal Plan 1,0,Room_Type 4,14,Offline,0,0,0,98.67,1,Not Cancelled
2017-08-14,INN02671,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,93.2,0,Not Cancelled
2018-06-28,INN02672,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,Offline,0,0,0,76.5,0,Not Cancelled
2018-06-24,INN02673,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,95,0,Cancelled
2018-03-30,INN02674,2,0,0,4,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,82.45,0,Cancelled
2018-02-26,INN02675,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,31,1,Not Cancelled
2017-09-13,INN02676,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,94.6,0,Not Cancelled
2017-11-20,INN02677,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73,0,Not Cancelled
2018-08-19,INN02678,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,82.45,0,Cancelled
2017-10-12,INN02679,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,65,0,Not Cancelled
2018-08-04,INN02680,3,0,2,3,Meal Plan 1,0,Room_Type 4,179,Online,0,0,0,130.05,1,Cancelled
2018-03-23,INN02681,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,89.3,1,Not Cancelled
2017-08-01,INN02682,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Online,0,0,0,94.5,0,Cancelled
2018-08-26,INN02683,1,0,0,2,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,90.9,1,Not Cancelled
2018-10-30,INN02684,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,Online,0,0,0,85.85,0,Cancelled
2018-01-14,INN02685,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,52,1,Not Cancelled
2018-09-03,INN02686,1,0,1,1,Not Selected,0,Room_Type 1,195,Online,0,0,0,98.1,0,Cancelled
2017-11-17,INN02687,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,90.95,1,Not Cancelled
2018-10-07,INN02688,2,0,2,5,Meal Plan 1,0,Room_Type 1,23,Offline,0,0,0,94,0,Not Cancelled
2018-04-22,INN02689,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,85,0,Cancelled
2018-05-09,INN02690,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,75,0,Not Cancelled
2018-03-25,INN02691,2,0,1,2,Meal Plan 1,0,Room_Type 1,113,Offline,0,0,0,58,1,Not Cancelled
2018-09-15,INN02692,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,159,1,Not Cancelled
2018-05-18,INN02693,2,0,0,1,Meal Plan 1,0,Room_Type 1,156,Online,0,0,0,84.24,0,Cancelled
2018-09-25,INN02694,3,0,2,1,Meal Plan 1,0,Room_Type 4,138,Online,0,0,0,162,1,Cancelled
2018-01-14,INN02695,0,2,0,3,Meal Plan 1,0,Room_Type 2,40,Online,0,0,0,6,1,Not Cancelled
2018-08-06,INN02696,3,0,2,4,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,155.7,2,Not Cancelled
2018-04-04,INN02697,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,Aviation,0,0,0,95,0,Not Cancelled
2018-03-11,INN02698,1,0,1,2,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,76.5,0,Cancelled
2018-12-29,INN02699,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70,1,Not Cancelled
2018-08-17,INN02700,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Complementary,1,0,3,0,4,Not Cancelled
2018-07-24,INN02701,2,0,2,2,Meal Plan 1,0,Room_Type 1,205,Online,0,0,0,90.95,0,Cancelled
2018-05-18,INN02702,2,0,0,4,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,127.93,0,Cancelled
2017-09-04,INN02703,1,0,2,2,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,85.5,0,Not Cancelled
2018-03-13,INN02704,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Corporate,0,0,0,85.67,0,Not Cancelled
2018-07-30,INN02705,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,Online,0,0,0,115,1,Cancelled
2018-04-21,INN02706,2,0,0,3,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,91.48,0,Not Cancelled
2018-11-14,INN02707,2,0,1,2,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,104,2,Not Cancelled
2018-04-22,INN02708,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,85,0,Cancelled
2017-10-16,INN02709,2,0,2,3,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,107.65,1,Not Cancelled
2018-08-07,INN02710,2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,98,1,Cancelled
2018-03-10,INN02711,2,0,6,13,Not Selected,0,Room_Type 1,64,Online,0,0,0,70.46,0,Cancelled
2018-09-16,INN02712,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,126.9,1,Not Cancelled
2018-11-22,INN02713,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,72,0,Not Cancelled
2017-10-08,INN02714,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,Online,0,0,0,86,0,Cancelled
2018-09-14,INN02715,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,116.67,2,Not Cancelled
2018-04-18,INN02716,2,0,1,1,Not Selected,0,Room_Type 1,56,Online,0,0,0,85.5,1,Not Cancelled
2018-09-12,INN02717,2,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,135.9,2,Not Cancelled
2018-08-19,INN02718,2,0,0,2,Not Selected,0,Room_Type 1,13,Online,0,0,0,128.5,3,Not Cancelled
2018-02-14,INN02719,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,91,0,Not Cancelled
2017-11-27,INN02720,2,0,1,2,Meal Plan 1,0,Room_Type 1,73,Online,0,0,0,79.2,2,Not Cancelled
2017-07-16,INN02721,2,0,0,1,Meal Plan 1,0,Room_Type 1,109,Online,0,0,0,76.5,1,Cancelled
2018-10-13,INN02722,2,0,0,2,Meal Plan 1,0,Room_Type 7,5,Online,0,0,0,215.6,1,Not Cancelled
2017-08-14,INN02723,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109,0,Not Cancelled
2018-05-27,INN02724,2,2,0,2,Meal Plan 1,0,Room_Type 6,128,Online,0,0,0,207.9,2,Cancelled
2018-05-22,INN02725,3,0,2,3,Meal Plan 1,0,Room_Type 4,95,Online,0,0,0,141.32,1,Cancelled
2018-08-25,INN02726,2,0,1,3,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,90.95,1,Not Cancelled
2017-12-30,INN02727,2,0,1,4,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,118.2,1,Not Cancelled
2018-01-04,INN02728,1,0,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,108,1,Not Cancelled
2018-05-10,INN02729,2,0,0,4,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,83.64,0,Not Cancelled
2017-11-08,INN02730,2,0,2,2,Meal Plan 1,0,Room_Type 4,51,Offline,0,0,0,60,0,Not Cancelled
2018-05-21,INN02731,2,0,1,1,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,155,2,Not Cancelled
2017-09-17,INN02732,2,0,0,3,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,70,0,Not Cancelled
2018-06-18,INN02733,2,0,0,1,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,109.49,1,Not Cancelled
2018-06-06,INN02734,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110,0,Not Cancelled
2018-03-17,INN02735,2,0,0,1,Not Selected,0,Room_Type 1,47,Online,0,0,0,71.1,0,Cancelled
2018-02-17,INN02736,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75,0,Not Cancelled
2018-11-30,INN02737,2,0,0,1,Meal Plan 1,0,Room_Type 1,154,Offline,0,0,0,68,0,Not Cancelled
2017-09-30,INN02738,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,120,2,Not Cancelled
2018-05-04,INN02739,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,Offline,0,0,0,80,0,Not Cancelled
2018-04-17,INN02740,1,0,2,1,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,93.9,0,Cancelled
2018-07-17,INN02741,3,0,2,1,Meal Plan 1,0,Room_Type 4,155,Online,0,0,0,137.7,2,Cancelled
2017-09-22,INN02742,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,103.87,1,Not Cancelled
2018-08-25,INN02743,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,0,0,0,100,1,Not Cancelled
2018-04-23,INN02744,3,0,2,1,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,133,1,Not Cancelled
2017-11-20,INN02745,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,Offline,0,0,0,49.07,0,Not Cancelled
2018-11-16,INN02746,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,Corporate,0,0,0,77,0,Cancelled
2018-09-07,INN02747,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,98.1,1,Not Cancelled
2018-10-09,INN02748,2,0,1,0,Not Selected,0,Room_Type 1,102,Online,0,0,0,108,1,Cancelled
2018-06-02,INN02749,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,100,0,Not Cancelled
2017-10-21,INN02750,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,0,0,Not Cancelled
2018-10-10,INN02751,1,0,1,0,Not Selected,0,Room_Type 1,131,Online,0,0,0,108,0,Cancelled
2018-03-27,INN02752,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,68,0,Not Cancelled
2018-10-29,INN02753,2,2,0,1,Meal Plan 2,0,Room_Type 6,222,Online,0,0,0,219.6,0,Cancelled
2017-09-30,INN02754,2,0,1,4,Meal Plan 1,1,Room_Type 1,40,Online,0,0,0,75.53,1,Not Cancelled
2018-07-23,INN02755,3,0,1,1,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,137.7,2,Not Cancelled
2018-02-21,INN02756,2,1,2,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,111,3,Not Cancelled
2018-06-08,INN02757,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120,0,Not Cancelled
2017-09-02,INN02758,2,0,0,4,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,80.85,2,Not Cancelled
2017-11-11,INN02759,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,107,1,Not Cancelled
2018-07-27,INN02760,2,0,0,1,Meal Plan 1,0,Room_Type 4,162,Online,0,0,0,118.8,1,Cancelled
2018-10-19,INN02761,2,0,0,4,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,132.3,2,Not Cancelled
2018-11-14,INN02762,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75,1,Not Cancelled
2018-12-19,INN02763,1,0,1,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,86,0,Not Cancelled
2018-04-03,INN02764,1,0,2,0,Not Selected,0,Room_Type 1,17,Online,0,0,0,89,0,Cancelled
2018-03-07,INN02765,1,0,1,3,Not Selected,0,Room_Type 1,31,Online,0,0,0,67.6,1,Not Cancelled
2018-04-16,INN02766,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,109.67,2,Not Cancelled
2017-08-08,INN02767,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,80,0,Not Cancelled
2018-05-26,INN02768,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,140.4,0,Cancelled
2018-04-04,INN02769,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,63.49,2,Not Cancelled
2018-04-29,INN02770,2,0,2,2,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,95,0,Not Cancelled
2018-04-15,INN02771,2,0,1,2,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,71,0,Not Cancelled
2018-09-16,INN02772,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,Online,0,0,0,117,0,Cancelled
2018-01-02,INN02773,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,72,0,Not Cancelled
2018-03-25,INN02774,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,100,0,Cancelled
2018-03-17,INN02775,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,82.4,0,Not Cancelled
